tid,item_1,item_2,item_3
30180,Item_24750,Item_41202,Item_24261
30181,Item_41759,Item_28992,Item_16651
30182,Item_21632,Item_3224,Item_26251
30183,Item_36041,Item_5804,Item_42903
30184,Item_27514,Item_4202,Item_7357
30185,Item_5249,Item_30787,Item_9574
30186,Item_3398,Item_23910,Item_27775
30187,Item_22334,Item_47134,Item_12123
30188,Item_46975,Item_16176,Item_19070
30189,Item_48294,Item_16964,Item_12784
30190,Item_48739,Item_46188,Item_41822
30191,Item_41691,Item_14297,Item_21276
30192,Item_32511,Item_20286,Item_13441
30193,Item_26592,Item_11863,Item_15520
30194,Item_39380,Item_37902,Item_26228
30195,Item_635,Item_5605,Item_37365
30196,Item_47595,Item_40122,Item_36323
30197,Item_45848,Item_1757,Item_16484
30198,Item_32799,Item_36045,Item_10493
30199,Item_19966,Item_46072,Item_32168
30200,Item_27154,Item_44099,Item_21588
30201,Item_3923,Item_840,Item_2915
30202,Item_41266,Item_14296,Item_33419
30203,Item_27278,Item_2652,Item_13905
30204,Item_47201,Item_22814,Item_33186
30205,Item_44211,Item_43598,Item_6825
30206,Item_12380,Item_1088,Item_19223
30207,Item_21127,Item_25752,Item_38410
30208,Item_8507,Item_24743,Item_22807
30209,Item_47390,Item_42582,Item_21004
30210,Item_49328,Item_3977,Item_20440
30211,Item_41084,Item_2634,Item_35072
30212,Item_30101,Item_42933,Item_45542
30213,Item_34637,Item_34202,Item_7018
30214,Item_30275,Item_44562,Item_5262
30215,Item_6329,Item_9658,Item_16136
30216,Item_17372,Item_46373,Item_35762
30217,Item_36586,Item_28651,Item_33086
30218,Item_12579,Item_36084,Item_18653
30219,Item_5285,Item_10245,Item_36484
30220,Item_972,Item_21760,Item_3118
30221,Item_1055,Item_42268,Item_45156
30222,Item_39632,Item_22822,Item_18501
30223,Item_43484,Item_4479,Item_14381
30224,Item_21244,Item_15879,Item_43990
30225,Item_12539,Item_18513,Item_45898
30226,Item_3847,Item_1050,Item_31225
30227,Item_39380,Item_18593,Item_20660
30228,Item_21814,Item_33604,Item_14471
30229,Item_39746,Item_11184,Item_4873
30230,Item_22491,Item_40726,Item_25788
30231,Item_38668,Item_6493,Item_17958
30232,Item_34961,Item_34678,Item_18955
30233,Item_3393,Item_32170,Item_42400
30234,Item_36456,Item_14574,Item_1536
30235,Item_31748,Item_16703,Item_14888
30236,Item_44754,Item_8358,Item_7249
30237,Item_34693,Item_39255,Item_49840
30238,Item_34141,Item_10378,Item_18635
30239,Item_40786,Item_24396,Item_14547
30240,Item_9603,Item_40960,Item_11054
30241,Item_6657,Item_39659,Item_29011
30242,Item_19912,Item_37107,Item_48536
30243,Item_29309,Item_4260,Item_18373
30244,Item_9003,Item_23128,Item_24380
30245,Item_33146,Item_18717,Item_1580
30246,Item_28890,Item_25471,Item_28239
30247,Item_35835,Item_34281,Item_40306
30248,Item_36803,Item_49263,Item_9781
30249,Item_36750,Item_48790,Item_26792
30250,Item_49467,Item_1253,Item_25905
30251,Item_15268,Item_3956,Item_5992
30252,Item_7483,Item_19884,Item_8241
30253,Item_5403,Item_23661,Item_8905
30254,Item_42917,Item_562,Item_38891
30255,Item_25307,Item_38502,Item_9585
30256,Item_41820,Item_15549,Item_20926
30257,Item_24346,Item_21736,Item_40892
30258,Item_48439,Item_30959,Item_47294
30259,Item_4432,Item_36072,Item_17522
30260,Item_42190,Item_26481,Item_16271
30261,Item_12385,Item_2948,Item_33987
30262,Item_3402,Item_31157,Item_22982
30263,Item_14350,Item_26515,Item_46416
30264,Item_21177,Item_37748,Item_22807
30265,Item_38406,Item_33913,Item_14053
30266,Item_48931,Item_11465,Item_19991
30267,Item_5597,Item_44315,Item_17990
30268,Item_15138,Item_45546,Item_15020
30269,Item_4375,Item_48729,Item_31994
30270,Item_11250,Item_23624,Item_17038
30271,Item_41933,Item_1100,Item_31499
30272,Item_25283,Item_7389,Item_28478
30273,Item_33490,Item_21346,Item_18543
30274,Item_376,Item_43795,Item_8396
30275,Item_29676,Item_15249,Item_40908
30276,Item_29852,Item_5892,Item_41660
30277,Item_13290,Item_33757,Item_46190
30278,Item_13929,Item_25972,Item_33867
30279,Item_8717,Item_9071,Item_28943
30280,Item_27981,Item_49044,Item_23251
30281,Item_14798,Item_33663,Item_48726
30282,Item_41763,Item_2447,Item_25242
30283,Item_20646,Item_49465,Item_44007
30284,Item_34580,Item_15806,Item_9888
30285,Item_48267,Item_34912,Item_43426
30286,Item_45756,Item_23092,Item_7482
30287,Item_27630,Item_27075,Item_28417
30288,Item_1198,Item_9664,Item_6428
30289,Item_19525,Item_9460,Item_26642
30290,Item_29510,Item_20337,Item_24402
30291,Item_11643,Item_33115,Item_32316
30292,Item_13224,Item_10276,Item_32539
30293,Item_1397,Item_25359,Item_39513
30294,Item_3272,Item_35893,Item_1381
30295,Item_14945,Item_23932,Item_11503
30296,Item_44388,Item_9437,Item_33312
30297,Item_25271,Item_34882,Item_15763
30298,Item_29737,Item_17749,Item_5003
30299,Item_49918,Item_38850,Item_26160
30300,Item_45327,Item_32804,Item_25208
30301,Item_22359,Item_28262,Item_36553
30302,Item_427,Item_27087,Item_6755
30303,Item_47974,Item_21988,Item_18891
30304,Item_6128,Item_38143,Item_20784
30305,Item_44020,Item_38122,Item_2619
30306,Item_39546,Item_47276,Item_18026
30307,Item_5143,Item_26432,Item_14289
30308,Item_13496,Item_40334,Item_43241
30309,Item_34763,Item_18064,Item_26954
30310,Item_20538,Item_17609,Item_40664
30311,Item_7150,Item_6802,Item_18741
30312,Item_45146,Item_8280,Item_44053
30313,Item_7459,Item_49679,Item_38453
30314,Item_40108,Item_18094,Item_49679
30315,Item_348,Item_5788,Item_12717
30316,Item_41341,Item_12300,Item_10079
30317,Item_31857,Item_26684,Item_19351
30318,Item_38855,Item_34217,Item_12426
30319,Item_37387,Item_46969,Item_6745
30320,Item_23295,Item_47264,Item_27022
30321,Item_8875,Item_19283,Item_35319
30322,Item_15205,Item_28343,Item_28988
30323,Item_42470,Item_14738,Item_40601
30324,Item_12370,Item_42868,Item_13055
30325,Item_36061,Item_11748,Item_47959
30326,Item_7953,Item_31079,Item_46682
30327,Item_907,Item_49872,Item_12125
30328,Item_4157,Item_29135,Item_47470
30329,Item_7770,Item_17834,Item_13970
30330,Item_2032,Item_24932,Item_5550
30331,Item_14903,Item_21908,Item_14506
30332,Item_2111,Item_25665,Item_11594
30333,Item_12231,Item_13597,Item_41562
30334,Item_5251,Item_29635,Item_20155
30335,Item_13352,Item_3935,Item_37707
30336,Item_16963,Item_17378,Item_45231
30337,Item_28929,Item_47186,Item_3774
30338,Item_10165,Item_18372,Item_16783
30339,Item_48717,Item_7760,Item_23297
30340,Item_14793,Item_20485,Item_29939
30341,Item_28007,Item_4816,Item_22492
30342,Item_27241,Item_28331,Item_17440
30343,Item_40313,Item_8100,Item_41657
30344,Item_27813,Item_6189,Item_45386
30345,Item_40666,Item_2355,Item_31632
30346,Item_12268,Item_22613,Item_31992
30347,Item_399,Item_42707,Item_40389
30348,Item_24985,Item_42361,Item_5566
30349,Item_5396,Item_16807,Item_43524
30350,Item_41355,Item_8894,Item_222
30351,Item_13888,Item_17649,Item_7100
30352,Item_49297,Item_12022,Item_3625
30353,Item_25562,Item_33003,Item_20065
30354,Item_28906,Item_7130,Item_16199
30355,Item_38806,Item_17700,Item_19038
30356,Item_12874,Item_28049,Item_9082
30357,Item_12137,Item_26651,Item_46187
30358,Item_18231,Item_39887,Item_25224
30359,Item_6449,Item_40132,Item_30903
30360,Item_6654,Item_26540,Item_38494
30361,Item_40336,Item_23867,Item_45306
30362,Item_43585,Item_14838,Item_25273
30363,Item_2580,Item_23666,Item_29564
30364,Item_29908,Item_34381,Item_11298
30365,Item_33280,Item_10931,Item_6779
30366,Item_19263,Item_34959,Item_37954
30367,Item_20199,Item_33501,Item_38334
30368,Item_38906,Item_28932,Item_2320
30369,Item_37277,Item_39601,Item_40135
30370,Item_11483,Item_16704,Item_41603
30371,Item_25806,Item_41268,Item_4391
30372,Item_44525,Item_43027,Item_43871
30373,Item_47701,Item_26983,Item_30293
30374,Item_8923,Item_11731,Item_21794
30375,Item_33032,Item_34902,Item_27696
30376,Item_48668,Item_20699,Item_12769
30377,Item_1725,Item_40148,Item_37819
30378,Item_1810,Item_46765,Item_37998
30379,Item_28610,Item_12650,Item_31645
30380,Item_24949,Item_21128,Item_41440
30381,Item_6988,Item_24522,Item_23534
30382,Item_41910,Item_47203,Item_25880
30383,Item_13099,Item_10561,Item_1230
30384,Item_3066,Item_9216,Item_43444
30385,Item_47673,Item_33302,Item_24047
30386,Item_21551,Item_41511,Item_40620
30387,Item_618,Item_42644,Item_42095
30388,Item_17462,Item_24279,Item_2893
30389,Item_35389,Item_43309,Item_42717
30390,Item_41081,Item_9560,Item_29009
30391,Item_6684,Item_36412,Item_19106
30392,Item_26585,Item_47583,Item_23768
30393,Item_35221,Item_4897,Item_41278
30394,Item_10699,Item_3306,Item_43480
30395,Item_35112,Item_37168,Item_30523
30396,Item_16075,Item_804,Item_11917
30397,Item_8031,Item_15877,Item_49752
30398,Item_31960,Item_6447,Item_22738
30399,Item_18377,Item_33416,Item_42874
30400,Item_38512,Item_19438,Item_27874
30401,Item_18614,Item_5297,Item_14467
30402,Item_33287,Item_45013,Item_6238
30403,Item_2717,Item_44574,Item_625
30404,Item_42688,Item_11612,Item_9458
30405,Item_14338,Item_24237,Item_10317
30406,Item_14343,Item_41663,Item_8060
30407,Item_23098,Item_16971,Item_290
30408,Item_39719,Item_26265,Item_24247
30409,Item_26467,Item_650,Item_28656
30410,Item_35272,Item_21924,Item_3230
30411,Item_30902,Item_44205,Item_49430
30412,Item_10004,Item_42186,Item_19024
30413,Item_32022,Item_22018,Item_43399
30414,Item_26242,Item_12721,Item_9122
30415,Item_9970,Item_17455,Item_38868
30416,Item_26059,Item_18978,Item_26169
30417,Item_19203,Item_46515,Item_6600
30418,Item_34409,Item_47196,Item_36387
30419,Item_36555,Item_1587,Item_20375
30420,Item_21225,Item_3091,Item_13051
30421,Item_27656,Item_19197,Item_3621
30422,Item_5748,Item_42568,Item_21493
30423,Item_27544,Item_10340,Item_47479
30424,Item_16752,Item_42253,Item_38650
30425,Item_3965,Item_29188,Item_22118
30426,Item_31434,Item_37388,Item_19763
30427,Item_33252,Item_10545,Item_13933
30428,Item_6010,Item_45231,Item_15801
30429,Item_36075,Item_25808,Item_44538
30430,Item_20983,Item_33148,Item_17881
30431,Item_37015,Item_11053,Item_10779
30432,Item_6418,Item_4858,Item_45583
30433,Item_5604,Item_7488,Item_47544
30434,Item_33792,Item_45701,Item_29659
30435,Item_28050,Item_37908,Item_2912
30436,Item_37102,Item_3149,Item_30039
30437,Item_23931,Item_44706,Item_33917
30438,Item_34292,Item_16754,Item_45259
30439,Item_31991,Item_33828,Item_12438
30440,Item_42181,Item_32832,Item_47574
30441,Item_12725,Item_34952,Item_35636
30442,Item_7027,Item_15574,Item_49785
30443,Item_49522,Item_22756,Item_42806
30444,Item_43458,Item_21917,Item_49144
30445,Item_21173,Item_20957,Item_32712
30446,Item_14374,Item_32956,Item_9784
30447,Item_17055,Item_45384,Item_44878
30448,Item_44286,Item_2567,Item_1833
30449,Item_29943,Item_18873,Item_39140
30450,Item_5365,Item_3467,Item_28573
30451,Item_6985,Item_9949,Item_27547
30452,Item_38928,Item_484,Item_41408
30453,Item_22168,Item_22673,Item_6704
30454,Item_26827,Item_43239,Item_8037
30455,Item_44181,Item_26497,Item_12836
30456,Item_14282,Item_11841,Item_8774
30457,Item_34486,Item_24681,Item_24559
30458,Item_13302,Item_29283,Item_11528
30459,Item_9650,Item_15706,Item_43047
30460,Item_16940,Item_20780,Item_9798
30461,Item_48137,Item_7482,Item_32318
30462,Item_352,Item_4153,Item_17835
30463,Item_32628,Item_1977,Item_16655
30464,Item_41332,Item_1133,Item_40527
30465,Item_48989,Item_46808,Item_36928
30466,Item_5679,Item_47936,Item_3837
30467,Item_46564,Item_6184,Item_37328
30468,Item_20408,Item_13359,Item_28483
30469,Item_28740,Item_40804,Item_40817
30470,Item_28100,Item_38281,Item_38956
30471,Item_47420,Item_24811,Item_17161
30472,Item_4465,Item_15913,Item_48685
30473,Item_15772,Item_15177,Item_23552
30474,Item_20137,Item_33831,Item_45912
30475,Item_17364,Item_43650,Item_48345
30476,Item_16253,Item_3473,Item_36135
30477,Item_36610,Item_15145,Item_30464
30478,Item_37281,Item_43286,Item_2331
30479,Item_13130,Item_10840,Item_13253
30480,Item_14235,Item_27254,Item_44713
30481,Item_941,Item_20922,Item_16381
30482,Item_47944,Item_31061,Item_13883
30483,Item_23887,Item_22584,Item_22338
30484,Item_42174,Item_44153,Item_13801
30485,Item_47871,Item_46651,Item_26719
30486,Item_38811,Item_26105,Item_43453
30487,Item_2442,Item_7020,Item_33301
30488,Item_28319,Item_35549,Item_46167
30489,Item_2594,Item_25456,Item_28651
30490,Item_47644,Item_30464,Item_34869
30491,Item_1131,Item_12084,Item_33737
30492,Item_239,Item_32771,Item_647
30493,Item_33145,Item_30546,Item_8770
30494,Item_7480,Item_24959,Item_4128
30495,Item_10187,Item_46060,Item_32275
30496,Item_40101,Item_27443,Item_31888
30497,Item_27934,Item_32111,Item_19323
30498,Item_18973,Item_32822,Item_46933
30499,Item_29851,Item_39239,Item_2651
30500,Item_3659,Item_25357,Item_18879
30501,Item_41803,Item_10688,Item_13814
30502,Item_41725,Item_16395,Item_28921
30503,Item_946,Item_4963,Item_25595
30504,Item_19200,Item_12328,Item_18143
30505,Item_32928,Item_36057,Item_49298
30506,Item_42610,Item_45935,Item_39061
30507,Item_22916,Item_25536,Item_24107
30508,Item_20363,Item_4973,Item_12384
30509,Item_32661,Item_41459,Item_48781
30510,Item_2771,Item_2655,Item_15349
30511,Item_39904,Item_38277,Item_48857
30512,Item_44842,Item_6326,Item_28278
30513,Item_43519,Item_36859,Item_42043
30514,Item_29356,Item_35260,Item_5836
30515,Item_49964,Item_45815,Item_23946
30516,Item_38312,Item_41507,Item_13216
30517,Item_22664,Item_24070,Item_11630
30518,Item_30598,Item_4482,Item_32248
30519,Item_42986,Item_4529,Item_6453
30520,Item_26915,Item_36614,Item_24903
30521,Item_4677,Item_35438,Item_41588
30522,Item_4504,Item_32443,Item_40205
30523,Item_15855,Item_41422,Item_42321
30524,Item_21863,Item_4997,Item_10182
30525,Item_20680,Item_13810,Item_41062
30526,Item_41774,Item_7178,Item_22025
30527,Item_48132,Item_16561,Item_47725
30528,Item_49173,Item_5145,Item_34956
30529,Item_12109,Item_13543,Item_7968
30530,Item_48625,Item_20293,Item_25910
30531,Item_28716,Item_35423,Item_46805
30532,Item_17431,Item_39783,Item_5970
30533,Item_48717,Item_37985,Item_35330
30534,Item_9753,Item_45460,Item_21284
30535,Item_7721,Item_4905,Item_28068
30536,Item_31068,Item_8030,Item_38434
30537,Item_42871,Item_9281,Item_33454
30538,Item_46166,Item_23585,Item_37120
30539,Item_40777,Item_36402,Item_25271
30540,Item_10360,Item_5999,Item_8249
30541,Item_13978,Item_19475,Item_28526
30542,Item_35824,Item_9920,Item_20261
30543,Item_44646,Item_19209,Item_21819
30544,Item_41253,Item_47975,Item_16140
30545,Item_24687,Item_23033,Item_47747
30546,Item_12383,Item_46525,Item_27665
30547,Item_2521,Item_20528,Item_27352
30548,Item_45551,Item_31740,Item_49136
30549,Item_11955,Item_19647,Item_22916
30550,Item_29454,Item_30293,Item_38923
30551,Item_11016,Item_28396,Item_39778
30552,Item_44310,Item_39640,Item_13259
30553,Item_10860,Item_10433,Item_4945
30554,Item_19809,Item_3866,Item_922
30555,Item_29377,Item_8650,Item_12212
30556,Item_47988,Item_25559,Item_20342
30557,Item_10732,Item_15034,Item_9715
30558,Item_44630,Item_29049,Item_26025
30559,Item_19034,Item_40656,Item_46820
30560,Item_20933,Item_27173,Item_40336
30561,Item_41817,Item_47874,Item_7318
30562,Item_9140,Item_25466,Item_39218
30563,Item_23080,Item_27391,Item_47160
30564,Item_13568,Item_20614,Item_15306
30565,Item_16128,Item_6053,Item_12799
30566,Item_11784,Item_19349,Item_31723
30567,Item_49698,Item_29389,Item_48083
30568,Item_9700,Item_2727,Item_39475
30569,Item_23918,Item_34976,Item_33414
30570,Item_35961,Item_44206,Item_37184
30571,Item_45255,Item_10852,Item_10108
30572,Item_22528,Item_45393,Item_14263
30573,Item_26915,Item_172,Item_32053
30574,Item_26671,Item_17017,Item_33151
30575,Item_22565,Item_42325,Item_25631
30576,Item_9548,Item_23339,Item_5710
30577,Item_23373,Item_17174,Item_13449
30578,Item_11301,Item_21760,Item_821
30579,Item_11037,Item_26261,Item_5042
30580,Item_6449,Item_5181,Item_43552
30581,Item_44590,Item_35137,Item_2453
30582,Item_35252,Item_28750,Item_7186
30583,Item_27049,Item_1710,Item_26033
30584,Item_48558,Item_3779,Item_20888
30585,Item_28385,Item_21401,Item_49150
30586,Item_13939,Item_13305,Item_14725
30587,Item_10097,Item_24602,Item_30395
30588,Item_10107,Item_18718,Item_40732
30589,Item_8902,Item_19490,Item_29724
30590,Item_13733,Item_25153,Item_15078
30591,Item_29893,Item_15578,Item_7039
30592,Item_39272,Item_48469,Item_44788
30593,Item_37340,Item_14964,Item_48222
30594,Item_7019,Item_36179,Item_23874
30595,Item_4794,Item_33209,Item_28045
30596,Item_32870,Item_29634,Item_24458
30597,Item_31104,Item_20805,Item_40333
30598,Item_23386,Item_14684,Item_329
30599,Item_48343,Item_44357,Item_40257
30600,Item_48908,Item_42050,Item_27512
30601,Item_15007,Item_6259,Item_13198
30602,Item_5498,Item_42898,Item_49973
30603,Item_13632,Item_12004,Item_48234
30604,Item_28608,Item_37802,Item_5358
30605,Item_20148,Item_25453,Item_30912
30606,Item_15963,Item_16727,Item_9400
30607,Item_970,Item_21546,Item_34891
30608,Item_637,Item_18793,Item_33189
30609,Item_30247,Item_37974,Item_44977
30610,Item_17629,Item_45718,Item_6006
30611,Item_36678,Item_33146,Item_21224
30612,Item_2236,Item_16166,Item_20407
30613,Item_24375,Item_14837,Item_40535
30614,Item_23324,Item_27403,Item_40821
30615,Item_28308,Item_8973,Item_15788
30616,Item_13515,Item_14503,Item_11265
30617,Item_38240,Item_11989,Item_25252
30618,Item_22247,Item_21259,Item_9611
30619,Item_28161,Item_8787,Item_33970
30620,Item_35907,Item_19705,Item_19433
30621,Item_33952,Item_10522,Item_7246
30622,Item_4059,Item_16259,Item_29621
30623,Item_45585,Item_30961,Item_35522
30624,Item_22873,Item_11155,Item_4455
30625,Item_606,Item_28078,Item_29708
30626,Item_20353,Item_26423,Item_25670
30627,Item_47675,Item_24744,Item_35763
30628,Item_23644,Item_22352,Item_30792
30629,Item_47600,Item_32369,Item_23132
30630,Item_23266,Item_19537,Item_28073
30631,Item_22960,Item_44713,Item_19342
30632,Item_28227,Item_6287,Item_28094
30633,Item_2112,Item_27085,Item_1517
30634,Item_41444,Item_16395,Item_29090
30635,Item_43985,Item_48957,Item_44066
30636,Item_23206,Item_22248,Item_9877
30637,Item_17718,Item_44412,Item_19547
30638,Item_28797,Item_6745,Item_43557
30639,Item_17439,Item_40480,Item_43527
30640,Item_21892,Item_38212,Item_20635
30641,Item_30590,Item_10212,Item_41898
30642,Item_17025,Item_4220,Item_42189
30643,Item_12295,Item_12369,Item_22574
30644,Item_12876,Item_9521,Item_941
30645,Item_27144,Item_42904,Item_22416
30646,Item_37594,Item_35665,Item_35652
30647,Item_28142,Item_11570,Item_48135
30648,Item_4214,Item_9083,Item_1291
30649,Item_25010,Item_6508,Item_33468
30650,Item_40395,Item_17108,Item_16214
30651,Item_47677,Item_13672,Item_42966
30652,Item_41414,Item_49578,Item_14920
30653,Item_4296,Item_38509,Item_22825
30654,Item_17918,Item_25735,Item_48472
30655,Item_41619,Item_20705,Item_49319
30656,Item_13500,Item_3896,Item_48039
30657,Item_41574,Item_48324,Item_13380
30658,Item_29619,Item_32619,Item_22817
30659,Item_23037,Item_15667,Item_23251
30660,Item_39232,Item_38709,Item_16363
30661,Item_22952,Item_23856,Item_38572
30662,Item_4179,Item_22749,Item_47826
30663,Item_23770,Item_1672,Item_40089
30664,Item_49713,Item_1907,Item_25263
30665,Item_20275,Item_33299,Item_14490
30666,Item_45870,Item_26675,Item_29057
30667,Item_37036,Item_36353,Item_5439
30668,Item_5264,Item_26550,Item_17716
30669,Item_16257,Item_23036,Item_11172
30670,Item_7270,Item_20885,Item_36734
30671,Item_20823,Item_22578,Item_853
30672,Item_1897,Item_17419,Item_26999
30673,Item_10192,Item_18767,Item_38906
30674,Item_35968,Item_41617,Item_39804
30675,Item_14281,Item_31030,Item_48136
30676,Item_37152,Item_43358,Item_14300
30677,Item_37464,Item_37795,Item_43614
30678,Item_28463,Item_38493,Item_6631
30679,Item_1905,Item_23605,Item_1795
30680,Item_49888,Item_10784,Item_38525
30681,Item_18724,Item_12332,Item_49304
30682,Item_20544,Item_32713,Item_13908
30683,Item_22553,Item_3840,Item_16966
30684,Item_8104,Item_4793,Item_13929
30685,Item_14535,Item_34250,Item_25381
30686,Item_43128,Item_4650,Item_8467
30687,Item_36278,Item_3560,Item_44424
30688,Item_11519,Item_15852,Item_15955
30689,Item_40233,Item_8983,Item_17731
30690,Item_13622,Item_15166,Item_36212
30691,Item_6470,Item_39299,Item_24977
30692,Item_28363,Item_14344,Item_23613
30693,Item_14434,Item_2852,Item_14938
30694,Item_48714,Item_23867,Item_43702
30695,Item_24785,Item_32957,Item_25240
30696,Item_16584,Item_716,Item_39944
30697,Item_27462,Item_22156,Item_36147
30698,Item_41096,Item_7437,Item_478
30699,Item_12579,Item_38445,Item_36542
30700,Item_10440,Item_7843,Item_29677
30701,Item_12866,Item_32732,Item_41176
30702,Item_30998,Item_7911,Item_19629
30703,Item_46982,Item_46905,Item_40066
30704,Item_13840,Item_29069,Item_21223
30705,Item_9702,Item_37712,Item_1241
30706,Item_16538,Item_24687,Item_9362
30707,Item_13179,Item_4416,Item_30597
30708,Item_46213,Item_7958,Item_3282
30709,Item_8994,Item_26086,Item_17495
30710,Item_190,Item_20542,Item_30636
30711,Item_4711,Item_26309,Item_26469
30712,Item_33791,Item_16773,Item_46662
30713,Item_27403,Item_40348,Item_25481
30714,Item_7959,Item_34800,Item_47391
30715,Item_32691,Item_37441,Item_33746
30716,Item_19237,Item_49403,Item_46802
30717,Item_12144,Item_15698,Item_38229
30718,Item_40861,Item_13738,Item_49879
30719,Item_46039,Item_45918,Item_41890
30720,Item_30181,Item_18620,Item_33485
30721,Item_3254,Item_35668,Item_25232
30722,Item_30767,Item_38636,Item_35490
30723,Item_29084,Item_41798,Item_43782
30724,Item_13193,Item_15275,Item_5660
30725,Item_14535,Item_39420,Item_29968
30726,Item_32743,Item_225,Item_10741
30727,Item_33772,Item_20284,Item_40567
30728,Item_42939,Item_22149,Item_23062
30729,Item_16806,Item_29920,Item_2439
30730,Item_15933,Item_40696,Item_5112
30731,Item_18132,Item_10057,Item_48433
30732,Item_48754,Item_2928,Item_27611
30733,Item_47606,Item_39098,Item_30793
30734,Item_16204,Item_8430,Item_27453
30735,Item_36619,Item_35407,Item_10778
30736,Item_8300,Item_22499,Item_33157
30737,Item_38259,Item_11191,Item_32122
30738,Item_39317,Item_20200,Item_41971
30739,Item_36446,Item_43197,Item_14604
30740,Item_37710,Item_10964,Item_5782
30741,Item_1904,Item_35944,Item_2353
30742,Item_24530,Item_34786,Item_16736
30743,Item_8133,Item_19655,Item_15206
30744,Item_43668,Item_4946,Item_44634
30745,Item_15568,Item_24867,Item_25657
30746,Item_7053,Item_2931,Item_48925
30747,Item_36759,Item_17649,Item_24226
30748,Item_32424,Item_38453,Item_45622
30749,Item_45653,Item_25188,Item_27477
30750,Item_47808,Item_38654,Item_17757
30751,Item_44990,Item_29866,Item_34589
30752,Item_13061,Item_9017,Item_30196
30753,Item_952,Item_8283,Item_46019
30754,Item_19447,Item_20346,Item_4747
30755,Item_9020,Item_44797,Item_20190
30756,Item_39388,Item_23468,Item_4792
30757,Item_5728,Item_5924,Item_48591
30758,Item_24102,Item_9239,Item_39701
30759,Item_32210,Item_24371,Item_33627
30760,Item_43287,Item_15731,Item_20251
30761,Item_17785,Item_5946,Item_19809
30762,Item_29314,Item_22563,Item_30473
30763,Item_21943,Item_36495,Item_6808
30764,Item_23565,Item_18712,Item_13816
30765,Item_13700,Item_1908,Item_30489
30766,Item_7327,Item_9009,Item_21134
30767,Item_49369,Item_33230,Item_26683
30768,Item_23878,Item_45426,Item_27640
30769,Item_37547,Item_45283,Item_30474
30770,Item_20854,Item_47152,Item_1714
30771,Item_105,Item_47352,Item_20988
30772,Item_14986,Item_29742,Item_4071
30773,Item_14428,Item_30052,Item_14867
30774,Item_1108,Item_28032,Item_49611
30775,Item_8290,Item_6274,Item_40725
30776,Item_41298,Item_39660,Item_2541
30777,Item_33708,Item_3148,Item_28434
30778,Item_11717,Item_45741,Item_15949
30779,Item_15882,Item_10729,Item_30036
30780,Item_20643,Item_31878,Item_5065
30781,Item_6051,Item_11050,Item_32593
30782,Item_14866,Item_5573,Item_9513
30783,Item_2070,Item_37608,Item_5177
30784,Item_5924,Item_30154,Item_8636
30785,Item_16318,Item_15235,Item_41949
30786,Item_1083,Item_22519,Item_11492
30787,Item_9976,Item_14338,Item_29384
30788,Item_17168,Item_49070,Item_18141
30789,Item_26467,Item_41165,Item_48947
30790,Item_39544,Item_1095,Item_45054
30791,Item_23129,Item_23572,Item_45509
30792,Item_11779,Item_19757,Item_3707
30793,Item_27971,Item_28241,Item_49103
30794,Item_6760,Item_844,Item_39903
30795,Item_40699,Item_10278,Item_27105
30796,Item_24079,Item_43145,Item_39039
30797,Item_35110,Item_29832,Item_22090
30798,Item_27616,Item_23717,Item_46488
30799,Item_20078,Item_31155,Item_5318
30800,Item_10858,Item_30081,Item_48093
30801,Item_37498,Item_29903,Item_1191
30802,Item_11657,Item_35179,Item_48467
30803,Item_17747,Item_21127,Item_36041
30804,Item_35398,Item_45004,Item_15202
30805,Item_19063,Item_36947,Item_42452
30806,Item_44385,Item_49755,Item_13639
30807,Item_27322,Item_35517,Item_25750
30808,Item_16053,Item_27099,Item_41320
30809,Item_16595,Item_26204,Item_41971
30810,Item_36153,Item_31600,Item_38945
30811,Item_16968,Item_31511,Item_12452
30812,Item_19335,Item_15798,Item_41183
30813,Item_24754,Item_1388,Item_17730
30814,Item_44974,Item_9201,Item_24114
30815,Item_27531,Item_32590,Item_34105
30816,Item_29602,Item_16941,Item_37947
30817,Item_16534,Item_42352,Item_14885
30818,Item_22714,Item_3627,Item_36905
30819,Item_48086,Item_23368,Item_17606
30820,Item_21021,Item_12022,Item_10256
30821,Item_11293,Item_6592,Item_49495
30822,Item_4071,Item_43926,Item_39498
30823,Item_45910,Item_25648,Item_26565
30824,Item_33285,Item_34264,Item_19046
30825,Item_41227,Item_49147,Item_42594
30826,Item_23282,Item_18323,Item_42501
30827,Item_37735,Item_22155,Item_4211
30828,Item_32646,Item_24964,Item_18472
30829,Item_29519,Item_47461,Item_33076
30830,Item_18017,Item_40852,Item_43051
30831,Item_42887,Item_46464,Item_9538
30832,Item_1629,Item_6042,Item_28439
30833,Item_19415,Item_18711,Item_25206
30834,Item_33754,Item_18256,Item_18299
30835,Item_31471,Item_46280,Item_2284
30836,Item_48444,Item_41957,Item_13239
30837,Item_11977,Item_11117,Item_4971
30838,Item_21515,Item_47716,Item_582
30839,Item_14932,Item_17421,Item_44830
30840,Item_41352,Item_38599,Item_37785
30841,Item_35566,Item_16079,Item_38673
30842,Item_12585,Item_32070,Item_30538
30843,Item_14088,Item_17412,Item_24206
30844,Item_20777,Item_27678,Item_30911
30845,Item_32863,Item_10994,Item_43270
30846,Item_20261,Item_20443,Item_28719
